gvkey,fyear,datadate,ceq,xstfws,conm,gsector
330323,2020,2020-12-31,111433.7080,,GENOME & COMPANY INC,35
330323,2021,2021-12-31,92733.3460,,GENOME & COMPANY INC,35
330323,2022,2022-12-31,96360.0400,,GENOME & COMPANY INC,35
330498,2020,2020-12-31,672.9200,,ENERGENESIS BIOMEDICAL CO,35
330498,2021,2021-12-31,852.3750,,ENERGENESIS BIOMEDICAL CO,35
330498,2022,2022-12-31,602.5560,,ENERGENESIS BIOMEDICAL CO,35
330499,2020,2020-12-31,713.0150,,ANXO PHARMACEUTICAL CO LTD,35
330499,2021,2021-12-31,732.9550,,ANXO PHARMACEUTICAL CO LTD,35
330499,2022,2022-12-31,724.8610,,ANXO PHARMACEUTICAL CO LTD,35
330566,2020,2020-12-31,1034.1230,,QINGDAO VLAND BIOTECH CO LTD,35
330566,2021,2021-12-31,1604.5160,,QINGDAO VLAND BIOTECH CO LTD,35
330566,2022,2022-12-31,1644.6940,,QINGDAO VLAND BIOTECH CO LTD,35
330859,2020,2020-12-31,12942.5770,,INNOTHERAPY INC,35
330859,2021,2021-12-31,10078.8040,,INNOTHERAPY INC,35
330859,2022,2022-12-31,13045.0700,,INNOTHERAPY INC,35
330968,2020,2020-12-31,0.1130,,SEQUANA MEDICAL NV,35
330968,2021,2021-12-31,-0.7860,,SEQUANA MEDICAL NV,35
330968,2022,2022-12-31,-2.1530,,SEQUANA MEDICAL NV,35
330998,2020,2020-12-31,8.2730,1.9470,BIOLIDICS LTD,35
330998,2021,2021-12-31,2.3330,1.6020,BIOLIDICS LTD,35
330998,2022,2022-12-31,-1.6880,2.9140,BIOLIDICS LTD,35
331104,2020,2020-12-31,2910.7000,,ALLMED MEDICAL PRODUCTS CO,35
331104,2021,2021-12-31,2752.9540,,ALLMED MEDICAL PRODUCTS CO,35
331104,2022,2022-12-31,3101.0710,,ALLMED MEDICAL PRODUCTS CO,35
331109,2020,2020-12-31,2954.4600,,CSTONE PHARMACEUTICALS,35
331109,2021,2021-12-31,1207.0080,,CSTONE PHARMACEUTICALS,35
331109,2022,2022-12-31,449.3260,,CSTONE PHARMACEUTICALS,35
331130,2020,2020-06-30,63.0010,2.7050,ECOFIBRE LTD,35
331130,2021,2021-06-30,111.7970,1.7730,ECOFIBRE LTD,35
331130,2022,2022-06-30,109.9420,1.6710,ECOFIBRE LTD,35
331130,2023,2023-06-30,74.6300,0.6810,ECOFIBRE LTD,35
331294,2020,2020-12-31,2678.1120,,CSPC INNOVATION PHARMA CO,35
331294,2021,2021-12-31,2952.0790,,CSPC INNOVATION PHARMA CO,35
331294,2022,2022-12-31,3935.6000,,CSPC INNOVATION PHARMA CO,35
331329,2020,2020-12-31,236.0560,,ASCELIA PHARMA AB (PUBL),35
331329,2021,2021-12-31,307.8340,,ASCELIA PHARMA AB (PUBL),35
331329,2022,2022-12-31,180.8590,,ASCELIA PHARMA AB (PUBL),35
331528,2020,2020-12-31,18.9120,,NEXT SCIENCE LTD,35
331528,2021,2021-12-31,10.7670,,NEXT SCIENCE LTD,35
331528,2022,2022-12-31,8.0360,,NEXT SCIENCE LTD,35
331549,2020,2020-12-31,33.0860,4.4890,SCOPE FLUIDICS SA,35
331549,2021,2021-12-31,14.5820,6.4180,SCOPE FLUIDICS SA,35
331549,2022,2022-12-31,332.9730,18.3380,SCOPE FLUIDICS SA,35
331624,2020,2020-12-31,6070.8540,,CANSINO BIOLOGICS INC,35
331624,2021,2021-12-31,7995.0460,,CANSINO BIOLOGICS INC,35
331624,2022,2022-12-31,6748.0900,,CANSINO BIOLOGICS INC,35
331631,2019,2020-03-31,41508.6890,,EZCARETECH CO LTD,35
331631,2020,2021-03-31,33880.8780,,EZCARETECH CO LTD,35
331631,2021,2022-03-31,31639.0560,,EZCARETECH CO LTD,35
331631,2022,2023-03-31,34161.0700,,EZCARETECH CO LTD,35
331632,2020,2020-12-31,40.2380,,DIACEUTICS PLC,35
331632,2021,2021-12-31,40.6490,,DIACEUTICS PLC,35
331632,2022,2022-12-31,42.5140,,DIACEUTICS PLC,35
331633,2020,2020-06-30,45.4860,,INTELLICENTRICS GL,35
331633,2021,2021-06-30,35.1040,,INTELLICENTRICS GL,35
331633,2022,2022-06-30,6.5370,,INTELLICENTRICS GL,35
331633,2023,2023-06-30,-3.9720,,INTELLICENTRICS GL,35
331649,2020,2020-12-31,739.5200,,JIANGSU APON MEDIC,35
331649,2021,2021-12-31,779.6180,,JIANGSU APON MEDIC,35
331649,2022,2022-12-31,685.5800,,JIANGSU APON MEDIC,35
331654,2020,2020-12-31,8870.3190,,PHARMARON BEIJING CO LTD,35
331654,2021,2021-12-31,10129.2410,,PHARMARON BEIJING CO LTD,35
331654,2022,2022-12-31,10548.6150,,PHARMARON BEIJING CO LTD,35
331655,2020,2020-12-31,1093.0590,,GONGWIN BIOPHARM HLDG CO LTD,35
331655,2021,2021-12-31,970.7190,,GONGWIN BIOPHARM HLDG CO LTD,35
331655,2022,2022-12-31,1391.8020,,GONGWIN BIOPHARM HLDG CO LTD,35
331663,2020,2020-12-31,579.8080,,PERFECT MEDICAL IND CO LTD,35
331663,2021,2021-12-31,578.0170,,PERFECT MEDICAL IND CO LTD,35
331663,2022,2022-12-31,649.6170,,PERFECT MEDICAL IND CO LTD,35
331718,2020,2020-12-31,164.7170,,MEDACTA GROUP SA,35
331718,2021,2021-12-31,226.3970,,MEDACTA GROUP SA,35
331718,2022,2022-12-31,274.6550,,MEDACTA GROUP SA,35
331795,2020,2020-12-31,704.5710,,BIOGEND THERAPEUTICS CO LTD,35
331795,2021,2021-12-31,887.5360,,BIOGEND THERAPEUTICS CO LTD,35
331795,2022,2022-12-31,702.8620,,BIOGEND THERAPEUTICS CO LTD,35
331803,2019,2020-03-31,5234.9610,1894.3240,METROPOLIS HEALTHCARE LTD,35
331803,2020,2021-03-31,7066.0040,1908.5240,METROPOLIS HEALTHCARE LTD,35
331803,2021,2022-03-31,8861.9780,2263.1610,METROPOLIS HEALTHCARE LTD,35
331803,2022,2023-03-31,9882.3230,2524.4900,METROPOLIS HEALTHCARE LTD,35
331905,2020,2020-12-31,34.7320,,SMILE-LINK HEALTHCARE GLOBAL,35
331905,2021,2021-12-31,31.4950,,SMILE-LINK HEALTHCARE GLOBAL,35
331905,2022,2022-12-31,33.3220,,SMILE-LINK HEALTHCARE GLOBAL,35
331957,2020,2020-06-30,29.2160,0.3150,BEAMTREE HOLDINGS LTD,35
331957,2021,2021-06-30,42.0920,0.5330,BEAMTREE HOLDINGS LTD,35
331957,2022,2022-06-30,48.5750,0.3260,BEAMTREE HOLDINGS LTD,35
331957,2023,2023-06-30,47.2210,0.5160,BEAMTREE HOLDINGS LTD,35
331978,2020,2020-12-31,3756.8310,,VIVA BIOTECH HOLDINGS,35
331978,2021,2021-12-31,3913.3560,,VIVA BIOTECH HOLDINGS,35
331978,2022,2022-12-31,3604.7140,,VIVA BIOTECH HOLDINGS,35
332045,2020,2020-12-31,4.4110,4.5810,FLUOGUIDE AS,35
332045,2021,2021-12-31,38.7010,10.9550,FLUOGUIDE AS,35
332045,2022,2022-12-31,31.9680,11.2600,FLUOGUIDE AS,35
332123,2019,2020-03-31,12.4470,,INDUCTION HEALTHCARE GROUP,35
332123,2020,2021-03-31,16.4660,,INDUCTION HEALTHCARE GROUP,35
332123,2021,2022-03-31,42.2650,,INDUCTION HEALTHCARE GROUP,35
332123,2022,2023-03-31,24.2960,,INDUCTION HEALTHCARE GROUP,35
332174,2019,2020-03-31,406.1450,41.1340,PAR DRUGS AND CHEMICALS LTD,35
332174,2020,2021-03-31,522.1450,39.7840,PAR DRUGS AND CHEMICALS LTD,35
332174,2021,2022-03-31,598.7720,41.0130,PAR DRUGS AND CHEMICALS LTD,35
332174,2022,2023-03-31,712.3830,48.8790,PAR DRUGS AND CHEMICALS LTD,35
332229,2020,2020-12-31,112.0680,53.2900,OSSDSIGN AB (PUBL),35
332229,2021,2021-12-31,262.7220,58.0590,OSSDSIGN AB (PUBL),35
332229,2022,2022-12-31,226.7340,74.0010,OSSDSIGN AB (PUBL),35
332245,2020,2020-12-31,881.4850,,MABPHARM PRIVATE LTD,35
332245,2021,2021-12-31,601.9810,,MABPHARM PRIVATE LTD,35
332245,2022,2022-12-31,400.9440,,MABPHARM PRIVATE LTD,35
332246,2020,2020-12-31,488.3800,29.9130,ULTIMOVACS ASA,35
332246,2021,2021-12-31,593.1520,43.6350,ULTIMOVACS ASA,35
332246,2022,2022-12-31,449.3500,37.4290,ULTIMOVACS ASA,35
332303,2019,2020-03-31,581.9070,46.8200,CIAN HEALTHCARE LTD,35
332303,2020,2021-03-31,582.4390,71.6300,CIAN HEALTHCARE LTD,35
332303,2021,2022-03-31,554.5690,98.5590,CIAN HEALTHCARE LTD,35
332303,2022,2023-03-31,574.8640,94.0500,CIAN HEALTHCARE LTD,35
332332,2020,2020-12-31,287.8690,,FRONTAGE HLDINGS CORPORATION,35
332332,2021,2021-12-31,319.8420,,FRONTAGE HLDINGS CORPORATION,35
332332,2022,2022-12-31,333.0790,,FRONTAGE HLDINGS CORPORATION,35
332363,2020,2020-12-31,14.0740,,CANNASOUTH LTD,35
332363,2021,2021-12-31,17.0620,,CANNASOUTH LTD,35
332363,2022,2022-12-31,11.8680,,CANNASOUTH LTD,35
332402,2020,2020-06-30,18.4970,,ALLIANCE HEALTHCARE GROUP,35
332402,2021,2021-06-30,19.2610,,ALLIANCE HEALTHCARE GROUP,35
332402,2022,2022-06-30,22.1250,,ALLIANCE HEALTHCARE GROUP,35
332402,2023,2023-06-30,22.8140,,ALLIANCE HEALTHCARE GROUP,35
332465,2020,2020-12-31,17875.5980,,HANSOH PHARMA GROUP CO LTD,35
332465,2021,2021-12-31,20028.8450,,HANSOH PHARMA GROUP CO LTD,35
332465,2022,2022-12-31,22646.9440,,HANSOH PHARMA GROUP CO LTD,35
332468,2021,2021-12-31,26703.1920,,WONBIOGEN CO LTD,35
332468,2022,2022-12-31,26867.3190,,WONBIOGEN CO LTD,35
332527,2019,2020-03-31,192.6720,,KATO (HONG KONG) HOLDINGS LT,35
332527,2020,2021-03-31,232.6310,,KATO (HONG KONG) HOLDINGS LT,35
332527,2021,2022-03-31,291.5290,,KATO (HONG KONG) HOLDINGS LT,35
332527,2022,2023-03-31,372.6290,,KATO (HONG KONG) HOLDINGS LT,35
332582,2020,2020-06-30,2246.4990,5.5450,SILCO PHARMACEUTICALS LTD,35
332582,2021,2021-06-30,2268.0180,48.4680,SILCO PHARMACEUTICALS LTD,35
332582,2022,2022-06-30,2278.6240,55.3790,SILCO PHARMACEUTICALS LTD,35
332582,2023,2023-06-30,2319.8530,49.3590,SILCO PHARMACEUTICALS LTD,35
332589,2020,2020-12-31,7283.0200,,JINXIN FERTILITY GROUP LTD,35
332589,2021,2021-12-31,8545.3000,,JINXIN FERTILITY GROUP LTD,35
332589,2022,2022-12-31,8639.7430,,JINXIN FERTILITY GROUP LTD,35
332631,2020,2020-12-31,163.2510,81.3040,MENTICE AB (PUBL),35
332631,2021,2021-12-31,136.8870,105.4260,MENTICE AB (PUBL),35
332631,2022,2022-12-31,162.6350,139.4050,MENTICE AB (PUBL),35
332640,2020,2020-12-31,41.0970,,PHARMOCANN GLOBAL LTD,35
332640,2021,2021-12-31,25.4150,,PHARMOCANN GLOBAL LTD,35
332640,2022,2022-12-31,7.7630,,PHARMOCANN GLOBAL LTD,35
332742,2020,2020-12-31,79.0930,,IXENSOR CO LTD,35
332742,2021,2021-12-31,56.9910,,IXENSOR CO LTD,35
332742,2022,2022-12-31,80.6890,,IXENSOR CO LTD,35
332767,2020,2020-06-30,24.4020,0.9830,INVEX THERAPEUTICS,35
332767,2021,2021-06-30,32.0790,0.5630,INVEX THERAPEUTICS,35
332767,2022,2022-06-30,28.4810,0.3520,INVEX THERAPEUTICS,35
332767,2023,2023-06-30,21.2310,0.4810,INVEX THERAPEUTICS,35
332787,2020,2020-12-31,22.2970,0.2400,HVIVO PLC,35
332787,2021,2021-12-31,20.6800,0.0270,HVIVO PLC,35
332787,2022,2022-12-31,20.2180,,HVIVO PLC,35
332804,2019,2020-03-31,144.1290,3.0190,EARUM PHARMACEUTICALS LTD,35
332804,2020,2021-03-31,145.0110,2.9300,EARUM PHARMACEUTICALS LTD,35
332804,2021,2022-03-31,167.2530,0.4100,EARUM PHARMACEUTICALS LTD,35
332804,2022,2023-03-31,187.0650,0.7610,EARUM PHARMACEUTICALS LTD,35
332914,2020,2020-12-31,2851.1530,,IVD MEDICAL HOLDING LTD,35
332914,2021,2021-12-31,2978.8650,,IVD MEDICAL HOLDING LTD,35
332914,2022,2022-12-31,3153.3860,,IVD MEDICAL HOLDING LTD,35
332931,2020,2020-12-31,185.2230,,KELFRED HOLDINGS LTD,35
332931,2021,2021-12-31,186.3320,,KELFRED HOLDINGS LTD,35
332931,2022,2022-12-31,186.5720,,KELFRED HOLDINGS LTD,35
332963,2020,2020-12-31,202.4600,0.0030,UNIPHAR GROUP PLC,35
332963,2021,2021-12-31,251.4440,,UNIPHAR GROUP PLC,35
332963,2022,2022-12-31,289.5440,,UNIPHAR GROUP PLC,35
332970,2020,2020-06-30,5.0350,0.9680,ECS BOTANICS HOLDINGS LTD,35
332970,2021,2021-06-30,17.0900,3.1680,ECS BOTANICS HOLDINGS LTD,35
332970,2022,2022-06-30,22.1700,1.5510,ECS BOTANICS HOLDINGS LTD,35
332970,2023,2023-06-30,22.2020,3.2400,ECS BOTANICS HOLDINGS LTD,35
332980,2020,2020-12-31,1259.0000,,JAPAN HOSPICE HOLDINGS INC,35
332980,2021,2021-12-31,1536.0000,,JAPAN HOSPICE HOLDINGS INC,35
332980,2022,2022-12-31,2010.0000,,JAPAN HOSPICE HOLDINGS INC,35
332985,2020,2020-12-31,225.0820,,FENG CHI BIOTECH CORP,35
332985,2021,2021-12-31,230.5070,,FENG CHI BIOTECH CORP,35
332985,2022,2022-12-31,235.8710,,FENG CHI BIOTECH CORP,35
333026,2020,2020-12-31,2610.9450,,MICRO-TECH (NANJING) CO LTD,35
333026,2021,2021-12-31,2943.3210,,MICRO-TECH (NANJING) CO LTD,35
333026,2022,2022-12-31,3225.0000,,MICRO-TECH (NANJING) CO LTD,35
333027,2020,2020-12-31,1233.9720,,SHANGHAI MICROPORT ENDOVASCU,35
333027,2021,2021-12-31,1494.2850,,SHANGHAI MICROPORT ENDOVASCU,35
333027,2022,2022-12-31,1718.6690,,SHANGHAI MICROPORT ENDOVASCU,35
333060,2020,2020-12-31,26.6670,3.5070,SHEDIR PHARMA GROUP SPA,35
333060,2021,2021-12-31,28.1460,3.3770,SHEDIR PHARMA GROUP SPA,35
333060,2022,2022-12-31,32.7730,3.8470,SHEDIR PHARMA GROUP SPA,35
333073,2020,2020-12-31,10.4140,1.9140,FRIULCHEM SPA,35
333073,2021,2021-12-31,10.5540,2.5990,FRIULCHEM SPA,35
333073,2022,2022-12-31,10.4300,3.9670,FRIULCHEM SPA,35
333076,2020,2020-12-31,-488310.1970,,COOMEVA ENTIDAD PROMOTORA DE,35
333114,2020,2020-09-30,0.4230,,BSF ENTERPRISE PLC,35
333114,2021,2021-09-30,0.3640,,BSF ENTERPRISE PLC,35
333114,2022,2022-09-30,3.5840,0.1310,BSF ENTERPRISE PLC,35
333144,2020,2020-06-30,802.5510,275.8910,C-CARE (MAURITIUS) LTD,35
333144,2021,2021-06-30,825.1960,301.3380,C-CARE (MAURITIUS) LTD,35
333144,2022,2022-06-30,1061.5220,,C-CARE (MAURITIUS) LTD,35
333144,2023,2023-06-30,1205.8440,,C-CARE (MAURITIUS) LTD,35
333201,2020,2020-12-31,209.9750,25.5970,INTERNATIONAL MEDICAL CENTER,35
333201,2021,2021-12-31,201.5130,26.0020,INTERNATIONAL MEDICAL CENTER,35
333201,2022,2022-12-31,148.7520,,INTERNATIONAL MEDICAL CENTER,35
333259,2020,2020-12-31,65288.7110,,RAY CO LTD,35
333259,2021,2021-12-31,100154.4480,,RAY CO LTD,35
333259,2022,2022-12-31,116019.6780,,RAY CO LTD,35
333282,2020,2020-12-31,725.5250,,BRIGHTEN OPTIX CORPORATION,35
333282,2021,2021-12-31,1184.2770,,BRIGHTEN OPTIX CORPORATION,35
333282,2022,2022-12-31,1237.0860,,BRIGHTEN OPTIX CORPORATION,35
333362,2020,2020-12-31,1493.8300,,SHENZHEN CHIPSCREEN BIOSCIEN,35
333362,2021,2021-12-31,1417.6140,,SHENZHEN CHIPSCREEN BIOSCIEN,35
333362,2022,2022-12-31,1515.4670,,SHENZHEN CHIPSCREEN BIOSCIEN,35
333554,2020,2020-09-30,4708.0000,,LEOCLAN CO LTD,35
333554,2021,2021-09-30,5034.0000,,LEOCLAN CO LTD,35
333554,2022,2022-09-30,5385.0000,,LEOCLAN CO LTD,35
333554,2023,2023-09-30,5567.0000,,LEOCLAN CO LTD,35
333563,2019,2020-03-31,8.8430,0.2340,TRANSPACT ENTERPRISES LTD,35
333563,2020,2021-03-31,8.2020,0.2720,TRANSPACT ENTERPRISES LTD,35
333563,2021,2022-03-31,5.9930,0.3600,TRANSPACT ENTERPRISES LTD,35
333563,2022,2023-03-31,5.3330,1.0900,TRANSPACT ENTERPRISES LTD,35
333743,2020,2020-12-31,16.9050,6.2350,CARBIOTIX AB,35
333743,2021,2021-12-31,21.3260,7.4990,CARBIOTIX AB,35
333743,2022,2022-12-31,22.8910,7.1750,CARBIOTIX AB,35
333767,2020,2020-09-30,5216.0000,,AMVIS HOLDINGS INC,35
333767,2021,2021-09-30,16342.0000,,AMVIS HOLDINGS INC,35
333767,2022,2022-09-30,20459.0000,,AMVIS HOLDINGS INC,35
333767,2023,2023-09-30,26523.0000,,AMVIS HOLDINGS INC,35
333823,2020,2020-12-31,8.9960,,OSTEOPORE LTD,35
333823,2021,2021-12-31,5.3730,,OSTEOPORE LTD,35
333823,2022,2022-12-31,2.0520,,OSTEOPORE LTD,35
333846,2020,2020-12-31,79.2500,,SEACH MEDICAL GROUP LTD,35
333846,2021,2021-12-31,85.9480,,SEACH MEDICAL GROUP LTD,35
333846,2022,2022-12-31,86.2390,,SEACH MEDICAL GROUP LTD,35
333857,2020,2020-12-31,3198.7720,,SHANGHAI HENLIUS BIOTECH INC,35
333857,2021,2021-12-31,2296.7560,,SHANGHAI HENLIUS BIOTECH INC,35
333857,2022,2022-12-31,1636.3320,,SHANGHAI HENLIUS BIOTECH INC,35
333872,2020,2020-12-31,42210.9270,,OLIPASS CORP,35
333872,2021,2021-12-31,29107.9930,,OLIPASS CORP,35
333872,2022,2022-12-31,9616.7740,,OLIPASS CORP,35
333882,2020,2020-12-31,742.7270,,BEIJING HOTGEN BIOTECH CO,35
333882,2021,2021-12-31,2843.5240,,BEIJING HOTGEN BIOTECH CO,35
333882,2022,2022-12-31,3335.2240,,BEIJING HOTGEN BIOTECH CO,35
333939,2020,2020-12-31,63.6550,5.2760,LIPIDOR AB (PUBL),35
333939,2021,2021-12-31,43.5250,8.6120,LIPIDOR AB (PUBL),35
333939,2022,2022-12-31,2.1460,11.4700,LIPIDOR AB (PUBL),35
333989,2020,2020-12-31,30.1780,,PANAXIA LABS ISRAEL LTD,35
333989,2021,2021-12-31,19.6770,,PANAXIA LABS ISRAEL LTD,35
333989,2022,2022-12-31,-22.1360,,PANAXIA LABS ISRAEL LTD,35
334062,2020,2020-12-31,130.1700,1.1900,XLIFE SCIENCES AG,35
334062,2021,2021-12-31,211.2340,1.3760,XLIFE SCIENCES AG,35
334062,2022,2022-12-31,235.2340,3.2260,XLIFE SCIENCES AG,35
334094,2020,2020-12-31,953.2920,,EUROEYES INTERNATIONAL EYE,35
334094,2021,2021-12-31,1005.5520,,EUROEYES INTERNATIONAL EYE,35
334094,2022,2022-12-31,1014.2660,,EUROEYES INTERNATIONAL EYE,35
334095,2020,2020-12-31,242331.7220,8637.0470,PT ITAMA RANORAYA,35
334095,2021,2021-12-31,502051.7470,18667.5730,PT ITAMA RANORAYA,35
334095,2022,2022-12-31,484043.3260,,PT ITAMA RANORAYA,35
334107,2020,2020-12-31,1396.4130,,SHANGHAI SHEN LIAN BIOMED,35
334107,2021,2021-12-31,1478.8780,,SHANGHAI SHEN LIAN BIOMED,35
334107,2022,2022-12-31,1496.8740,,SHANGHAI SHEN LIAN BIOMED,35
334201,2020,2020-12-31,2775.8780,,QINGDAO HAIER BIOMEDICAL CO,35
334201,2021,2021-12-31,3622.7990,,QINGDAO HAIER BIOMEDICAL CO,35
334201,2022,2022-12-31,4020.6380,,QINGDAO HAIER BIOMEDICAL CO,35
334222,2020,2020-12-31,147.2980,65.1990,SELVITA SA,35
334222,2021,2021-12-31,196.8690,153.7650,SELVITA SA,35
334222,2022,2022-12-31,262.1780,156.9350,SELVITA SA,35
334246,2020,2020-12-31,1123.3100,,SHANGHAI MEDICILON INC,35
334246,2021,2021-12-31,1327.5100,,SHANGHAI MEDICILON INC,35
334246,2022,2022-12-31,1602.7850,,SHANGHAI MEDICILON INC,35
334288,2020,2020-12-31,846.6210,,ASCENTAGE PHARMA GROUP,35
334288,2021,2021-12-31,1234.7370,,ASCENTAGE PHARMA GROUP,35
334288,2022,2022-12-31,408.6580,,ASCENTAGE PHARMA GROUP,35
334299,2020,2020-12-31,1077.8680,,SINO MEDICAL SCIENCES TECHNO,35
334299,2021,2021-12-31,927.8360,,SINO MEDICAL SCIENCES TECHNO,35
334299,2022,2022-12-31,847.0850,,SINO MEDICAL SCIENCES TECHNO,35
334319,2020,2020-06-30,13.4430,3.1480,VITURA HEALTH LIMITED,35
334319,2021,2021-06-30,9.2960,3.4250,VITURA HEALTH LIMITED,35
334319,2022,2022-06-30,26.1020,9.6010,VITURA HEALTH LIMITED,35
334319,2023,2023-06-30,34.9800,13.1100,VITURA HEALTH LIMITED,35
334350,2020,2020-12-31,1305.6500,,SHANGHAI INT MEDICAL INSTRUM,35
334350,2021,2021-12-31,1395.4720,,SHANGHAI INT MEDICAL INSTRUM,35
334350,2022,2022-12-31,1512.0150,,SHANGHAI INT MEDICAL INSTRUM,35
334380,2020,2020-12-31,1431.7800,,BRIGHTGENE BIO-MEDICAL TECHN,35
334380,2021,2021-12-31,1678.1880,,BRIGHTGENE BIO-MEDICAL TECHN,35
334380,2022,2022-12-31,2191.6440,,BRIGHTGENE BIO-MEDICAL TECHN,35
334410,2020,2020-12-31,20.3490,8.6380,OBSERVE MEDICAL ASA,35
334410,2021,2021-12-31,-14.1220,14.1500,OBSERVE MEDICAL ASA,35
334410,2022,2022-12-31,138.3060,24.2610,OBSERVE MEDICAL ASA,35
334614,2020,2020-12-31,582.3570,,TOT BIOPHARM INTERNATIONAL,35
334614,2021,2021-12-31,335.0910,,TOT BIOPHARM INTERNATIONAL,35
334614,2022,2022-12-31,713.8820,,TOT BIOPHARM INTERNATIONAL,35
334615,2020,2020-12-31,1142.9510,,SHENZHEN LIFOTRONIC TECHNO,35
334615,2021,2021-12-31,1255.4320,,SHENZHEN LIFOTRONIC TECHNO,35
334615,2022,2022-12-31,1439.8170,,SHENZHEN LIFOTRONIC TECHNO,35
334616,2020,2020-12-31,471.8640,,LAGIS ENTERPRISE CO LTD,35
334616,2021,2021-12-31,495.1800,,LAGIS ENTERPRISE CO LTD,35
334616,2022,2022-12-31,534.2600,,LAGIS ENTERPRISE CO LTD,35
334648,2020,2020-12-31,987.0110,,SINOMAB BIOSCIENCE LTD,35
334648,2021,2021-12-31,680.2260,,SINOMAB BIOSCIENCE LTD,35
334648,2022,2022-12-31,509.5750,,SINOMAB BIOSCIENCE LTD,35
335473,2020,2020-12-31,20.0730,6.9130,OPTOMED OYJ,35
335473,2021,2021-12-31,17.0520,8.3620,OPTOMED OYJ,35
335473,2022,2022-12-31,20.3420,8.5740,OPTOMED OYJ,35
335478,2020,2020-12-31,736.9610,,MAIDER MEDICAL INDUSTRY,35
335478,2021,2021-12-31,764.3640,,MAIDER MEDICAL INDUSTRY,35
335478,2022,2022-12-31,819.1820,,MAIDER MEDICAL INDUSTRY,35
335499,2020,2020-12-31,82506.5760,,TIUMBIO CO LTD,35
335499,2021,2021-12-31,86883.8470,,TIUMBIO CO LTD,35
335499,2022,2022-12-31,60358.8040,,TIUMBIO CO LTD,35
335512,2020,2020-12-31,53643.3200,,HLB BIOSTEP CO LTD,35
335512,2021,2021-12-31,64587.2590,,HLB BIOSTEP CO LTD,35
335512,2022,2022-12-31,68290.4140,,HLB BIOSTEP CO LTD,35
335554,2020,2020-12-31,253.8650,,OCTOBER PHARMA S.A.E,35
335554,2021,2021-12-31,339.4570,,OCTOBER PHARMA S.A.E,35
335568,2020,2020-12-31,9717.0000,,MEDLEY INC,35
335568,2021,2021-12-31,13970.0000,,MEDLEY INC,35
335568,2022,2022-12-31,15082.0000,,MEDLEY INC,35
335582,2020,2020-12-31,1185.1890,,RAMEDA PHARMACEUTICAL,35
335582,2021,2021-12-31,1348.1100,,RAMEDA PHARMACEUTICAL,35
335582,2022,2022-12-31,1518.5870,17.8480,RAMEDA PHARMACEUTICAL,35
335596,2020,2020-12-31,3815.4240,,VENUS MEDTECH (HANGZHOU) INC,35
335596,2021,2021-12-31,4545.6300,,VENUS MEDTECH (HANGZHOU) INC,35
335596,2022,2022-12-31,3607.8640,,VENUS MEDTECH (HANGZHOU) INC,35
335607,2020,2020-12-31,434.9850,,INTER MEDICAL CARE AND LAB,35
335607,2021,2021-12-31,844.3960,,INTER MEDICAL CARE AND LAB,35
335607,2022,2022-12-31,829.9800,,INTER MEDICAL CARE AND LAB,35
335701,2020,2020-12-31,1192.9050,,CHISON MEDICAL TECHNOLOGIES,35
335701,2021,2021-12-31,1245.5820,,CHISON MEDICAL TECHNOLOGIES,35
335701,2022,2022-12-31,1313.5090,,CHISON MEDICAL TECHNOLOGIES,35
335705,2020,2020-12-31,346.3350,,WILTROM CO LTD,35
335705,2021,2021-12-31,386.0070,,WILTROM CO LTD,35
335705,2022,2022-12-31,369.3480,,WILTROM CO LTD,35
336454,2022,2022-12-31,183947.5300,,BNC KOREA CO LTD,35
336462,2020,2020-12-31,1664.4970,,JIANGSU BIOPERFECTUS TECHNO,35
336462,2021,2021-12-31,2536.4500,,JIANGSU BIOPERFECTUS TECHNO,35
336462,2022,2022-12-31,3778.1500,,JIANGSU BIOPERFECTUS TECHNO,35
336492,2020,2020-12-31,30669.4010,,JLK INC,35
336492,2021,2021-12-31,24084.6100,,JLK INC,35
336492,2022,2022-12-31,16618.5680,,JLK INC,35
336512,2020,2020-12-31,2273.0840,,ALPHAMAB ONCOLOGY,35
336512,2021,2021-12-31,1870.2890,,ALPHAMAB ONCOLOGY,35
336512,2022,2022-12-31,1557.6720,,ALPHAMAB ONCOLOGY,35
336520,2020,2020-12-31,837.1970,,BEIJING BALANCE MEDICAL TECH,35
336520,2021,2021-12-31,989.5100,,BEIJING BALANCE MEDICAL TECH,35
336520,2022,2022-12-31,1101.5020,,BEIJING BALANCE MEDICAL TECH,35
336543,2021,2021-12-31,27627.1780,,SYNTEKABIO INC,35
336543,2022,2022-12-31,31460.7750,,SYNTEKABIO INC,35
336548,2019,2020-03-31,13123.0000,,JMDC INC,35
336548,2020,2021-03-31,28251.0000,,JMDC INC,35
336548,2021,2022-03-31,31182.0000,,JMDC INC,35
336548,2022,2023-03-31,64539.0000,,JMDC INC,35
336584,2020,2020-12-31,1099.9210,,DELTA ASIA INTERNATIONAL,35
336584,2021,2021-12-31,1067.6140,,DELTA ASIA INTERNATIONAL,35
336584,2022,2022-12-31,1177.7820,,DELTA ASIA INTERNATIONAL,35
336594,2020,2020-12-31,59228.0750,,BRIDGE BIOTHERAPEUTICS INC,35
336594,2021,2021-12-31,43047.3190,,BRIDGE BIOTHERAPEUTICS INC,35
